auction_id,name,level,vocation,vocation_base,world,sex,winning_bid,auction_end,items_count,store_items_count,skill_magic_level,max_combat_skill,has_golden_outfit,high_value_asset_score
2225777,Skadarn,8.0,Sorcerer,Sorcerer,Peloria,Male,501.0,2026-08-13 20:00:00+00:00,6.0,3.0,81.0,81.0,0.0,0.0
2227718,Fouraccessazz,785.0,Elite Knight,Knight,Quintera,Male,23001.0,2026-08-13 20:00:00+00:00,309.0,9.0,12.0,120.0,0.0,9.0
2227745,Prismello,744.0,Elder Druid,Druid,Peloria,Male,18000.0,2026-08-13 20:00:00+00:00,282.0,5.0,117.0,117.0,0.0,0.0
2227798,Bryce Cane,315.0,Elite Knight,Knight,Maligna,Male,5002.0,2026-08-13 20:15:00+00:00,413.0,2.0,9.0,92.0,0.0,2.0
2228780,Khaos Sagittarius,708.0,Royal Paladin,Paladin,Quelibra,Male,29001.0,2026-08-13 21:00:00+00:00,303.0,15.0,36.0,131.0,0.0,9.0
2229347,Tank Nizze,336.0,Elite Knight,Knight,Retalia,Male,1500.0,2026-08-13 22:00:00+00:00,235.0,3.0,10.0,100.0,0.0,2.0
2229119,Mestorek,162.0,Elite Knight,Knight,Belobra,Male,1201.0,2026-08-13 22:45:00+00:00,23.0,3.0,8.0,117.0,0.0,0.0
2225006,Dismiscosta Ein,82.0,Sorcerer,Sorcerer,Honbra,Male,101.0,2026-08-13 23:00:00+00:00,19.0,3.0,57.0,57.0,0.0,0.0
2227513,Noomad Baggins,931.0,Elite Knight,Knight,Etebra,Male,32001.0,2026-08-13 23:00:00+00:00,45.0,9.0,12.0,121.0,0.0,1.0
2227559,Meme Slowmotion,1110.0,Elite Knight,Knight,Cantabra,Male,76100.0,2026-08-13 23:00:00+00:00,218.0,11.0,12.0,127.0,0.0,3.0
2228272,Palatiel,1141.0,Royal Paladin,Paladin,Quelibra,Male,66103.0,2026-08-13 23:00:00+00:00,257.0,10.0,38.0,128.0,0.0,2.0
2228455,Airann,801.0,Elite Knight,Knight,Vunira,Male,15801.0,2026-08-13 23:00:00+00:00,457.0,12.0,12.0,120.0,0.0,0.0
2228764,Brozito Lindo,496.0,Elder Druid,Druid,Ombra,Male,4503.0,2026-08-13 23:00:00+00:00,448.0,3.0,104.0,104.0,0.0,0.0
2228834,Bankhe Guaicurus,273.0,Royal Paladin,Paladin,Collabra,Male,851.0,2026-08-13 23:00:00+00:00,201.0,3.0,28.0,116.0,0.0,0.0
2229016,So Uma Flechadinha,121.0,Royal Paladin,Paladin,Honbra,Male,501.0,2026-08-13 23:00:00+00:00,153.0,4.0,21.0,114.0,0.0,0.0
2229120,Pro Player Fake,159.0,Elite Knight,Knight,Honbra,Male,501.0,2026-08-13 23:00:00+00:00,103.0,8.0,9.0,113.0,0.0,0.0
2229289,Bigodon zimba,379.0,Royal Paladin,Paladin,Belobra,Male,1159.0,2026-08-13 23:00:00+00:00,218.0,5.0,28.0,107.0,0.0,2.0
2227073,Rainbow Toxic,179.0,Elite Knight,Knight,Blumera,Male,1001.0,2026-08-14 00:00:00+00:00,369.0,2.0,7.0,109.0,0.0,1.0
2228491,Mervel Sehairor,32.0,Elite Knight,Knight,Yubra,Male,501.0,2026-08-14 00:00:00+00:00,56.0,1.0,5.0,114.0,0.0,0.0
2228762,The Belzebazs,591.0,Elder Druid,Druid,Ourobra,Female,11006.0,2026-08-14 00:00:00+00:00,630.0,4.0,112.0,112.0,0.0,1.0
2228839,Mega tanker,48.0,Elite Knight,Knight,Tornabra,Male,201.0,2026-08-14 00:00:00+00:00,56.0,2.0,7.0,98.0,0.0,0.0
2229255,Bolt ada,490.0,Royal Paladin,Paladin,Ombra,Male,7201.0,2026-08-14 00:00:00+00:00,206.0,11.0,31.0,124.0,0.0,3.0
2229308,Poff Poff Paladin,55.0,Paladin,Paladin,Ombra,Male,80.0,2026-08-14 00:00:00+00:00,48.0,2.0,16.0,99.0,0.0,0.0
2229441,Dgio Ekbombinha,575.0,Elite Knight,Knight,Xybra,Male,4334.0,2026-08-14 00:00:00+00:00,98.0,9.0,11.0,104.0,0.0,1.0
2229447,Mind Vorap,175.0,Master Sorcerer,Sorcerer,Rasteibra,Male,393.0,2026-08-14 00:00:00+00:00,95.0,1.0,91.0,91.0,0.0,0.0
2227626,Lombroziio,77.0,Knight,Knight,Yonabra,Male,499.0,2026-08-14 00:15:00+00:00,15.0,4.0,7.0,116.0,0.0,0.0
2228502,Garga Xarlovin,745.0,Royal Paladin,Paladin,Xymera,Male,30001.0,2026-08-14 00:30:00+00:00,136.0,20.0,37.0,126.0,0.0,9.5
2229425,Monke Bonki,368.0,Monk,Monk,Belobra,Female,1800.0,2026-08-14 00:45:00+00:00,189.0,6.0,41.0,103.0,0.0,0.0
2227553,Mestre Garla,288.0,Royal Paladin,Paladin,Ferobra,Male,1500.0,2026-08-14 01:00:00+00:00,23.0,9.0,30.0,114.0,0.0,7.0
2227943,Zcash Primeiro,12.0,Knight,Knight,Belobra,Male,295.0,2026-08-14 01:00:00+00:00,17.0,2.0,2.0,110.0,0.0,0.0
2228098,Weakened Blade,145.0,Elite Knight,Knight,Honbra,Male,2223.0,2026-08-14 01:00:00+00:00,149.0,2.0,8.0,116.0,0.0,0.0
2228777,Fiottee,753.0,Paladin,Paladin,Gentebra,Male,15498.0,2026-08-14 01:00:00+00:00,930.0,2.0,36.0,124.0,0.0,0.0
2229139,Ek mace,146.0,Elite Knight,Knight,Yovera,Female,495.0,2026-08-14 01:00:00+00:00,174.0,7.0,8.0,106.0,0.0,2.0
2229486,Godlike Yasser,352.0,Paladin,Paladin,Solidera,Male,1601.0,2026-08-14 01:30:00+00:00,213.0,3.0,30.0,113.0,0.0,0.0
2225859,Darky Souls,403.0,Royal Paladin,Paladin,Inabra,Male,3079.0,2026-08-14 02:00:00+00:00,30.0,6.0,33.0,120.0,0.0,0.0
2229302,Forgath,744.0,Paladin,Paladin,Issobra,Male,18560.0,2026-08-14 02:00:00+00:00,392.0,10.0,36.0,123.0,0.0,2.0
2226693,Kewlpants Bruh,62.0,Elite Knight,Knight,Yovera,Male,1901.0,2026-08-14 04:00:00+00:00,226.0,2.0,7.0,116.0,0.0,0.0
2228943,Wezkley,265.0,Sorcerer,Sorcerer,Talera,Male,1781.0,2026-08-14 04:00:00+00:00,197.0,3.0,101.0,101.0,0.0,1.0
2229166,Levando Tralhas,15.0,Knight,Knight,Pacera,Male,135.0,2026-08-14 04:00:00+00:00,21.0,2.0,6.0,100.0,0.0,0.0
2219207,Creito the Crazy,340.0,Elite Knight,Knight,Quelibra,Male,1516.0,2026-08-14 05:00:00+00:00,289.0,4.0,10.0,111.0,0.0,2.0
2227476,Senhor Oxxy,776.0,Elite Knight,Knight,Blumera,Male,17328.0,2026-08-14 05:00:00+00:00,609.0,22.0,12.0,120.0,0.0,5.0
2228385,Monarch Suho,289.0,Exalted Monk,Monk,Wintera,Male,827.0,2026-08-14 05:00:00+00:00,357.0,1.0,40.0,104.0,0.0,0.0
2228629,El Cahuamo,1181.0,Royal Paladin,Paladin,Nefera,Male,60051.0,2026-08-14 05:00:00+00:00,572.0,10.0,38.0,130.0,0.0,2.0
2228523,Akaboy Here,660.0,Exalted Monk,Monk,Talera,Male,12999.0,2026-08-14 05:15:00+00:00,347.0,4.0,50.0,109.0,0.0,2.0
2224297,Bloodworn,373.0,Elite Knight,Knight,Secura,Male,4000.0,2026-08-14 07:45:00+00:00,360.0,4.0,10.0,123.0,0.0,2.0
2228037,Tabaruidun Arras,8.0,Monk,Monk,Antica,Male,101.0,2026-08-14 07:45:00+00:00,17.0,2.0,15.0,90.0,0.0,0.0
2228166,Benito Tuzza,93.0,Elite Knight,Knight,Antica,Male,681.0,2026-08-14 07:45:00+00:00,55.0,8.0,8.0,117.0,0.0,0.0
2229544,Alexios Crow Bolt,58.0,Royal Paladin,Paladin,Venebra,Female,201.0,2026-08-14 07:45:00+00:00,127.0,2.0,19.0,104.0,0.0,0.0
2206020,Stiviposka,556.0,Master Sorcerer,Sorcerer,Serdebra,Male,4501.0,2026-08-14 08:00:00+00:00,287.0,2.0,103.0,103.0,0.0,0.0
2206039,Nhepepe,208.0,Royal Paladin,Paladin,Gladera,Female,509.0,2026-08-14 08:00:00+00:00,307.0,5.0,28.0,116.0,0.0,1.0
2206574,Chaos Piercer,28.0,Royal Paladin,Paladin,Astera,Male,102.0,2026-08-14 08:00:00+00:00,90.0,2.0,9.0,105.0,0.0,0.0
2218017,Zerikanski Kusznik,21.0,Royal Paladin,Paladin,Nevia,Female,250.0,2026-08-14 08:00:00+00:00,19.0,1.0,20.0,104.0,0.0,0.0
2219808,Jhon Fiire,292.0,Master Sorcerer,Sorcerer,Antica,Male,1768.0,2026-08-14 08:00:00+00:00,185.0,2.0,95.0,95.0,0.0,0.0
2223495,Palmmerro,65.0,None,None,Thyria,Male,806.0,2026-08-14 08:00:00+00:00,27.0,0.0,2.0,27.0,0.0,0.0
2223752,Willian Renan,25.0,Paladin,Paladin,Ourobra,Male,57.0,2026-08-14 08:00:00+00:00,31.0,6.0,10.0,99.0,0.0,1.0
2225421,King Momo,466.0,Elder Druid,Druid,Secura,Male,4501.0,2026-08-14 08:00:00+00:00,2.0,14.0,106.0,106.0,0.0,4.0
2225573,We ro,725.0,Elder Druid,Druid,Havera,Male,15501.0,2026-08-14 08:00:00+00:00,400.0,8.0,114.0,114.0,0.0,1.0
2225723,Grav Buddha,351.0,Exalted Monk,Monk,Solidera,Male,15001.0,2026-08-14 08:00:00+00:00,330.0,7.0,48.0,120.0,0.0,2.0
2226034,Zoradicus Flizoruzin,796.0,Elder Druid,Druid,Celesta,Female,16001.0,2026-08-14 08:00:00+00:00,375.0,13.0,121.0,121.0,0.0,5.5
2226080,Shiiwe,1033.0,Royal Paladin,Paladin,Yonabra,Male,31001.0,2026-08-14 08:00:00+00:00,551.0,4.0,35.0,127.0,0.0,0.0
2227145,Kyler Nyx,1308.0,Elder Druid,Druid,Monza,Male,89979.0,2026-08-14 08:00:00+00:00,146.0,20.0,127.0,127.0,0.0,4.0
2227146,Eszesdziesiat,227.0,Elite Knight,Knight,Bona,Male,651.0,2026-08-14 08:00:00+00:00,400.0,3.0,8.0,112.0,0.0,1.0
2227173,Njxa,612.0,Royal Paladin,Paladin,Vunira,Male,12000.0,2026-08-14 08:00:00+00:00,379.0,5.0,34.0,127.0,0.0,2.0
2227215,Dark Lord Pit,130.0,Master Sorcerer,Sorcerer,Terribra,Male,70.0,2026-08-14 08:00:00+00:00,72.0,3.0,66.0,66.0,0.0,0.0
2227374,Bicke Blodbad,1125.0,Elite Knight,Knight,Karmeya,Male,56000.0,2026-08-14 08:00:00+00:00,322.0,38.0,12.0,127.0,0.0,9.5
2227775,Massan gem full,806.0,Royal Paladin,Paladin,Premia,Male,50001.0,2026-08-14 08:00:00+00:00,500.0,46.0,39.0,128.0,0.0,6.5
2227825,General Muryosa,8.0,Knight,Knight,Secura,Female,251.0,2026-08-14 08:00:00+00:00,9.0,2.0,7.0,95.0,0.0,0.0
2227832,Pan Mefixx,1159.0,Royal Paladin,Paladin,Xyla,Male,81101.0,2026-08-14 08:00:00+00:00,328.0,19.0,39.0,128.0,0.0,7.0
2227859,Saria Jana,408.0,Royal Paladin,Paladin,Celesta,Female,4301.0,2026-08-14 08:00:00+00:00,110.0,7.0,32.0,124.0,0.0,7.0
2227877,Little Sylv,31.0,Master Sorcerer,Sorcerer,Astera,Female,100.0,2026-08-14 08:00:00+00:00,41.0,3.0,74.0,74.0,0.0,0.0
2227879,Mordini Paladini,1162.0,Royal Paladin,Paladin,Celesta,Male,45101.0,2026-08-14 08:00:00+00:00,373.0,18.0,37.0,128.0,0.0,8.0
2227914,Luis Rangel,135.0,Druid,Druid,Lobera,Male,301.0,2026-08-14 08:00:00+00:00,31.0,4.0,74.0,74.0,0.0,0.0
2227949,Warlock Storm,608.0,Master Sorcerer,Sorcerer,Nevia,Female,8602.0,2026-08-14 08:00:00+00:00,671.0,9.0,104.0,104.0,0.0,0.0
2227977,Herocks,11.0,Knight,Knight,Kanda,Female,126.0,2026-08-14 08:00:00+00:00,19.0,3.0,2.0,91.0,0.0,0.0
2228130,Gratiu,661.0,Paladin,Paladin,Antica,Male,12301.0,2026-08-14 08:00:00+00:00,443.0,4.0,34.0,120.0,0.0,0.0
2228148,Ten Jeden Annonimowy,163.0,Royal Paladin,Paladin,Thyria,Male,2500.0,2026-08-14 08:00:00+00:00,134.0,3.0,24.0,125.0,0.0,0.0
2228154,Xinup Saint,835.0,Royal Paladin,Paladin,Wintera,Male,23000.0,2026-08-14 08:00:00+00:00,454.0,8.0,36.0,127.0,0.0,0.0
2228302,Fallicious,280.0,Master Sorcerer,Sorcerer,Vunira,Male,841.0,2026-08-14 08:00:00+00:00,142.0,2.0,93.0,93.0,0.0,1.5
2228589,Caguama Powerz,1225.0,Royal Paladin,Paladin,Quidera,Male,81001.0,2026-08-14 08:00:00+00:00,390.0,21.0,38.0,129.0,0.0,9.5
2228623,Yarp,182.0,Elder Druid,Druid,Dia,Male,1006.0,2026-08-14 08:00:00+00:00,129.0,4.0,82.0,82.0,0.0,1.0
2228766,Nika Monk,20.0,Monk,Monk,Karmeya,Female,161.0,2026-08-14 08:00:00+00:00,22.0,3.0,28.0,101.0,0.0,0.0
2228796,Boombatic Bolt,442.0,Royal Paladin,Paladin,Quintera,Female,2601.0,2026-08-14 08:00:00+00:00,518.0,4.0,31.0,110.0,0.0,1.0
2228825,Woplick,605.0,Elite Knight,Knight,Yovera,Male,6556.0,2026-08-14 08:00:00+00:00,378.0,6.0,12.0,114.0,0.0,0.0
2228826,Dellfus,555.0,Royal Paladin,Paladin,Dia,Male,6378.0,2026-08-14 08:00:00+00:00,315.0,5.0,35.0,122.0,0.0,4.0
2228967,Tinky Winky Arrogante,810.0,Elder Druid,Druid,Solidera,Male,22001.0,2026-08-14 08:00:00+00:00,362.0,12.0,115.0,115.0,0.0,1.0
2228996,Leann Hereka,146.0,Knight,Knight,Antica,Female,121.0,2026-08-14 08:00:00+00:00,56.0,8.0,8.0,101.0,0.0,0.0
2229149,Sio Tanky Salami,111.0,Elite Knight,Knight,Kalimera,Female,250.0,2026-08-14 08:00:00+00:00,137.0,1.0,7.0,104.0,0.0,1.0
2229243,Zhatz,309.0,Elder Druid,Druid,Collabra,Female,1276.0,2026-08-14 08:00:00+00:00,325.0,4.0,93.0,93.0,0.0,4.5
2229273,Sniper King Usopp,100.0,Royal Paladin,Paladin,Xymera,Male,101.0,2026-08-14 08:00:00+00:00,106.0,2.0,20.0,95.0,0.0,0.0
2229275,Wacragon,22.0,Knight,Knight,Secura,Male,101.0,2026-08-14 08:00:00+00:00,44.0,2.0,3.0,103.0,0.0,0.0
2229474,Wazckys,829.0,Knight,Knight,Secura,Male,15001.0,2026-08-14 08:00:00+00:00,271.0,10.0,12.0,126.0,0.0,3.0
2229550,Helldaly,320.0,Exalted Monk,Monk,Noctalia,Male,1600.0,2026-08-14 08:00:00+00:00,336.0,2.0,41.0,101.0,0.0,0.0
2229558,Conde sito,687.0,Royal Paladin,Paladin,Solidera,Male,16501.0,2026-08-14 08:00:00+00:00,293.0,19.0,34.0,129.0,0.0,9.0
2229565,Zipmentor,404.0,Master Sorcerer,Sorcerer,Nevia,Male,3503.0,2026-08-14 08:00:00+00:00,90.0,13.0,98.0,98.0,0.0,3.0
2229592,Iron Onon,60.0,Knight,Knight,Refugia,Male,199.0,2026-08-14 08:00:00+00:00,54.0,3.0,6.0,105.0,0.0,1.0
2229601,Neurotikko,711.0,Royal Paladin,Paladin,Quelibra,Male,12701.0,2026-08-14 08:00:00+00:00,528.0,7.0,35.0,126.0,0.0,0.0
2229606,Jastic,221.0,Knight,Knight,Talera,Male,621.0,2026-08-14 08:00:00+00:00,118.0,4.0,9.0,108.0,0.0,0.0
2229610,Sugen Keshyarud,21.0,Exalted Monk,Monk,Peloria,Male,57.0,2026-08-14 08:00:00+00:00,12.0,1.0,8.0,98.0,0.0,0.0
2229623,Incredible Jack,303.0,Master Sorcerer,Sorcerer,Secura,Male,957.0,2026-08-14 08:00:00+00:00,311.0,5.0,90.0,90.0,0.0,1.0
2229629,Monkmiguelito,444.0,Exalted Monk,Monk,Citra,Male,4352.0,2026-08-14 08:00:00+00:00,547.0,2.0,44.0,98.0,0.0,0.0
2229632,Eqho,509.0,Royal Paladin,Paladin,Vunira,Male,3944.0,2026-08-14 08:00:00+00:00,485.0,8.0,32.0,119.0,0.0,1.0
2229635,Monrraste,242.0,Elite Knight,Knight,Lobera,Male,1061.0,2026-08-14 08:00:00+00:00,233.0,3.0,9.0,109.0,0.0,0.0
2229643,Duke Cabum,195.0,Sorcerer,Sorcerer,Ferobra,Male,452.0,2026-08-14 08:00:00+00:00,34.0,2.0,88.0,88.0,0.0,0.0
2229653,Gah Briel,57.0,Master Sorcerer,Sorcerer,Kalibra,Male,57.0,2026-08-14 08:00:00+00:00,38.0,2.0,65.0,65.0,0.0,0.0
2229657,Darmokka,497.0,Royal Paladin,Paladin,Antica,Male,3589.0,2026-08-14 08:00:00+00:00,65.0,1.0,32.0,111.0,0.0,0.0
2229673,Angry Soul,742.0,Exalted Monk,Monk,Yovera,Male,15000.0,2026-08-14 08:00:00+00:00,299.0,6.0,49.0,111.0,0.0,3.0
2229677,Velkrox,89.0,Paladin,Paladin,Yovera,Male,801.0,2026-08-14 08:00:00+00:00,156.0,8.0,17.0,115.0,0.0,2.0
2229685,Folchini War Brigao,137.0,Elite Knight,Knight,Cantabra,Male,451.0,2026-08-14 08:00:00+00:00,213.0,4.0,9.0,93.0,0.0,1.0
2229693,Bob sek,900.0,Elite Knight,Knight,Ourobra,Male,30000.0,2026-08-14 08:00:00+00:00,878.0,8.0,12.0,116.0,0.0,5.0
2229695,Tai Tah,240.0,Royal Paladin,Paladin,Wintera,Female,751.0,2026-08-14 08:00:00+00:00,378.0,2.0,26.0,119.0,0.0,0.0
2229704,King Neeko,507.0,Master Sorcerer,Sorcerer,Xymera,Male,8000.0,2026-08-14 08:00:00+00:00,251.0,28.0,101.0,101.0,0.0,6.5
2229709,Espocador Do Sertao,154.0,Elder Druid,Druid,Terribra,Male,100.0,2026-08-14 08:00:00+00:00,13.0,3.0,53.0,53.0,0.0,0.0
2229713,Ivo Fortte,305.0,Elder Druid,Druid,Inabra,Female,1201.0,2026-08-14 08:00:00+00:00,10.0,10.0,79.0,79.0,0.0,0.0
2229738,Silla De Plastico,322.0,Master Sorcerer,Sorcerer,Solidera,Female,2002.0,2026-08-14 08:00:00+00:00,127.0,9.0,92.0,92.0,0.0,4.0
2229739,Vozdpik Innzane,428.0,Elder Druid,Druid,Citra,Male,4444.0,2026-08-14 08:00:00+00:00,293.0,10.0,93.0,93.0,0.0,1.0
2229780,Fefa on Lutabra,50.0,Elder Druid,Druid,Lutabra,Female,57.0,2026-08-14 08:00:00+00:00,13.0,4.0,52.0,52.0,0.0,0.0
2229815,Berserker Pushmax,928.0,Master Sorcerer,Sorcerer,Luminera,Male,20000.0,2026-08-14 08:00:00+00:00,191.0,6.0,117.0,117.0,0.0,0.0
2229838,Aquil Ek,503.0,Elite Knight,Knight,Dia,Male,5101.0,2026-08-14 08:00:00+00:00,124.0,10.0,11.0,113.0,0.0,2.0
2229860,Kearaleno Cart,8.0,Monk,Monk,Venebra,Male,57.0,2026-08-14 08:00:00+00:00,15.0,0.0,4.0,101.0,0.0,0.0
2229862,Insoportable Erre Joeru,362.0,Elder Druid,Druid,Solidera,Male,2450.0,2026-08-14 08:00:00+00:00,189.0,3.0,93.0,93.0,0.0,0.0
2229867,Luuscas,839.0,Royal Paladin,Paladin,Antica,Male,23001.0,2026-08-14 08:00:00+00:00,789.0,12.0,36.0,126.0,0.0,5.0
2229889,Royal Styles,355.0,Paladin,Paladin,Quidera,Male,1919.0,2026-08-14 08:00:00+00:00,326.0,4.0,29.0,114.0,0.0,0.0
2229899,Clasin Winadyde,176.0,Elite Knight,Knight,Dia,Male,2052.0,2026-08-14 08:00:00+00:00,111.0,3.0,8.0,113.0,0.0,2.0
2229903,Droppin These Foos,185.0,Master Sorcerer,Sorcerer,Monstera,Male,501.0,2026-08-14 08:00:00+00:00,124.0,5.0,68.0,68.0,0.0,5.0
2229923,Raizor Victor,736.0,Royal Paladin,Paladin,Ferobra,Male,15001.0,2026-08-14 08:00:00+00:00,542.0,22.0,35.0,125.0,0.0,0.0
2229928,Midameu Icone,162.0,Master Sorcerer,Sorcerer,Terribra,Male,100.0,2026-08-14 08:00:00+00:00,68.0,8.0,61.0,61.0,0.0,0.0
2229934,Royal Fragleson,1351.0,Royal Paladin,Paladin,Bona,Male,92999.0,2026-08-14 08:00:00+00:00,693.0,29.0,39.0,132.0,0.0,6.0
2229937,Sajfi,14.0,Monk,Monk,Antica,Female,100.0,2026-08-14 08:00:00+00:00,19.0,1.0,10.0,87.0,0.0,0.0
2229961,Six Seven Krzysiu,730.0,Royal Paladin,Paladin,Refugia,Male,18001.0,2026-08-14 08:00:00+00:00,203.0,10.0,38.0,130.0,0.0,4.0
2229984,Mad Tobbyy,369.0,Elite Knight,Knight,Escura,Male,2500.0,2026-08-14 08:00:00+00:00,503.0,10.0,10.0,108.0,0.0,6.0
2229988,Vulpinho,100.0,Elite Knight,Knight,Dia,Male,101.0,2026-08-14 08:00:00+00:00,116.0,1.0,7.0,97.0,0.0,1.0
2230002,Dara Junior,800.0,Royal Paladin,Paladin,Antica,Male,18501.0,2026-08-14 08:00:00+00:00,370.0,7.0,36.0,127.0,0.0,0.0
2230005,Killa Juliuz,400.0,Druid,Druid,Wintera,Male,2601.0,2026-08-14 08:00:00+00:00,305.0,7.0,92.0,92.0,0.0,2.0
2230028,Germa Double Six,203.0,Royal Paladin,Paladin,Jadebra,Female,500.0,2026-08-14 08:00:00+00:00,96.0,3.0,26.0,111.0,0.0,0.0
2230053,Chukky Magee,318.0,Sorcerer,Sorcerer,Quidera,Male,1802.0,2026-08-14 08:00:00+00:00,303.0,3.0,87.0,87.0,0.0,1.0
2230079,Qedsu,477.0,Exalted Monk,Monk,Gentebra,Male,3001.0,2026-08-14 08:00:00+00:00,154.0,5.0,47.0,110.0,0.0,7.5
2230189,Visual Raptor,103.0,Elite Knight,Knight,Wintera,Male,72.0,2026-08-14 08:00:00+00:00,96.0,4.0,7.0,100.0,0.0,0.0
2230200,Ghael Ek,916.0,Elite Knight,Knight,Gladera,Male,25000.0,2026-08-14 08:00:00+00:00,305.0,13.0,12.0,122.0,0.0,5.0
2230207,Sir Kunk,450.0,Elite Knight,Knight,Dracobra,Male,6500.0,2026-08-14 08:00:00+00:00,199.0,5.0,10.0,108.0,0.0,5.0
2230225,Junera Knight,208.0,Elite Knight,Knight,Junera,Male,2276.0,2026-08-14 08:00:00+00:00,139.0,4.0,9.0,95.0,0.0,5.0
2230232,Magaiver Boy,12.0,Sorcerer,Sorcerer,Zunera,Male,100.0,2026-08-14 08:00:00+00:00,63.0,2.0,61.0,61.0,0.0,0.0
2230265,Greyval,742.0,Elite Knight,Knight,Talera,Male,15001.0,2026-08-14 08:00:00+00:00,178.0,11.0,12.0,123.0,0.0,7.0
2230285,Wsciekla Lasica,200.0,Elite Knight,Knight,Secura,Female,1201.0,2026-08-14 08:00:00+00:00,35.0,1.0,9.0,112.0,0.0,0.0
2230328,Sword Cien Veintisiete,762.0,Elite Knight,Knight,Quelibra,Female,19999.0,2026-08-14 08:00:00+00:00,2.0,4.0,12.0,127.0,0.0,2.0
2230330,Bukati,484.0,Exalted Monk,Monk,Premia,Male,3499.0,2026-08-14 08:00:00+00:00,72.0,4.0,45.0,102.0,0.0,2.0
2230333,Alho Man,457.0,Royal Paladin,Paladin,Oceanis,Male,2999.0,2026-08-14 08:00:00+00:00,96.0,7.0,32.0,124.0,0.0,4.0
2230342,Grasa En Polvo,249.0,Knight,Knight,Monstera,Male,941.0,2026-08-14 08:00:00+00:00,122.0,4.0,8.0,87.0,0.0,0.0
2230352,Dwean Rurt,295.0,Master Sorcerer,Sorcerer,Astera,Male,1501.0,2026-08-14 08:00:00+00:00,144.0,5.0,96.0,96.0,0.0,4.0
2226749,Cyber Feeh,498.0,Elite Knight,Knight,Xybra,Male,3101.0,2026-08-14 08:30:00+00:00,254.0,6.0,11.0,107.0,0.0,1.0
2226635,Feliperon,90.0,Elite Knight,Knight,Luminera,Male,191.0,2026-08-14 09:00:00+00:00,98.0,4.0,7.0,105.0,0.0,1.0
2226983,Opaka,301.0,Master Sorcerer,Sorcerer,Tornabra,Male,2439.0,2026-08-14 09:00:00+00:00,47.0,4.0,76.0,76.0,0.0,1.0
2229207,Heo Mounkii,182.0,Exalted Monk,Monk,Opulera,Female,773.0,2026-08-14 09:00:00+00:00,135.0,4.0,34.0,87.0,0.0,0.0
2224520,Khyw Aus,26.0,Royal Paladin,Paladin,Victoris,Male,201.0,2026-08-14 10:00:00+00:00,76.0,4.0,19.0,114.0,0.0,0.0
2229908,Heimimi,21.0,Exalted Monk,Monk,Belobra,Male,151.0,2026-08-14 12:00:00+00:00,35.0,3.0,18.0,91.0,0.0,0.0
2225766,Lyna Uhkordorya,8.0,Paladin,Paladin,Gentebra,Female,501.0,2026-08-14 14:00:00+00:00,20.0,1.0,20.0,110.0,0.0,0.0
2229154,Pentada Fatal,100.0,Royal Paladin,Paladin,Belobra,Female,150.0,2026-08-14 15:00:00+00:00,57.0,2.0,20.0,94.0,0.0,0.0
2230014,Neo Esedeitor,8.0,Sorcerer,Sorcerer,Noctalia,Male,11000.0,2026-08-14 15:00:00+00:00,22.0,1.0,30.0,30.0,0.0,0.0
2230089,Vantialvin,934.0,Elite Knight,Knight,Antica,Male,35001.0,2026-08-14 15:00:00+00:00,410.0,22.0,12.0,121.0,0.0,5.0
2230365,Nobakra Goodistance,642.0,Royal Paladin,Paladin,Antica,Male,14925.0,2026-08-14 15:00:00+00:00,187.0,6.0,35.0,128.0,0.0,4.0
2229856,Eh Mago,539.0,Master Sorcerer,Sorcerer,Belobra,Male,11301.0,2026-08-14 17:00:00+00:00,199.0,7.0,126.0,126.0,0.0,6.0
2229868,Arithmos Tyrannos,442.0,Royal Paladin,Paladin,Secura,Male,2505.0,2026-08-14 17:00:00+00:00,44.0,7.0,31.0,115.0,0.0,1.0
2229877,Renatao,280.0,Master Sorcerer,Sorcerer,Secura,Female,900.0,2026-08-14 17:00:00+00:00,339.0,7.0,103.0,103.0,0.0,0.0
2226582,Wielki Janek,172.0,Paladin,Paladin,Dia,Male,601.0,2026-08-14 18:00:00+00:00,149.0,4.0,29.0,115.0,0.0,0.0
2228973,Neverloki,880.0,Master Sorcerer,Sorcerer,Refugia,Female,31501.0,2026-08-14 18:00:00+00:00,447.0,14.0,124.0,124.0,0.0,5.0
2230113,Tir Na Lia,442.0,Royal Paladin,Paladin,Xyla,Male,6001.0,2026-08-14 18:00:00+00:00,398.0,8.0,33.0,119.0,0.0,1.0
2230281,Pharar Ektorn,127.0,Royal Paladin,Paladin,Nevia,Male,500.0,2026-08-14 18:00:00+00:00,55.0,7.0,23.0,108.0,0.0,0.0
2229878,Rastta Kaelthas,74.0,Paladin,Paladin,Gladibra,Male,301.0,2026-08-14 18:15:00+00:00,118.0,6.0,22.0,117.0,0.0,0.0
2227854,Toastbaby,208.0,Elder Druid,Druid,Thyria,Male,1500.0,2026-08-14 19:00:00+00:00,226.0,1.0,97.0,97.0,0.0,0.0
2229031,Shytek,228.0,Master Sorcerer,Sorcerer,Thyria,Female,1201.0,2026-08-14 19:00:00+00:00,136.0,5.0,89.0,89.0,0.0,3.0
2229024,Vaneelyk,857.0,Elite Knight,Knight,Secura,Male,19999.0,2026-08-14 20:00:00+00:00,138.0,14.0,12.0,123.0,0.0,6.0
